482	8
483	9
484	5
485	5
486	9
487	7
488	1
489	1
49	3
490	1
491	7
492	4
493	6
494	1
495	7
496	5
497	2
498	4
499	6
5	6
50	0
500	5
501	0
502	5
503	1
504	0
505	2
506	5
507	5
508	7
509	2
51	5
510	5
511	8
512	3
513	7
514	1
515	4
516	4
517	9
518	5
519	3
52	6
520	4
521	1
522	7
523	1
524	2
525	5
526	7
527	7
528	6
529	1
53	2
530	2
531	4
532	8
533	4
534	8
535	6
536	6
537	7
538	4
539	8
54	9
540	1
541	6
542	3
543	7
544	3
545	5
546	3
547	9
548	4
549	7
55	0
550	3
551	4
552	1
553	1
554	1
555	6
556	5
557	9
558	0
559	4
56	5
560	1
561	7
562	9
563	7
564	6
565	1
566	3
567	4
568	5
569	2
57	5
570	6
571	8
572	6
573	7
574	6
575	6
576	5
577	7
578	4
579	9
58	8
580	8
581	3
582	7
583	5
584	1
585	2
586	6
587	2
588	0
589	7
59	9
590	9
591	3
592	8
593	9
594	5
595	6
596	4
597	1
598	5
599	1
6	0
60	7
600	7
601	3
602	0
603	9
604	8
605	0
606	2
607	7
608	3
609	3
61	2
610	8
611	2
612	4
613	6
614	4
615	1
616	5
617	2
618	1
619	6
62	6
620	1
621	3
622	5
623	5
624	9
625	6
626	3
627	1
628	8
629	5
63	5
630	1
631	8
632	7
633	8
634	4
635	7
636	4
637	1
638	7
639	9
64	6
640	5
641	9
642	5
643	7
644	6
645	7
646	0
647	2
648	4
649	2
65	0
650	9
651	5
652	9
653	3
654	1
655	4
656	6
657	9
658	5
659	0
66	3
660	6
661	9
662	5
663	0
664	3
665	3
666	4
667	6
668	5
669	2
67	9
670	4
671	1
672	6
673	7
674	1
675	6
676	9
677	9
678	9
679	5
68	5
680	5
681	7
682	6
683	7
684	1
685	8
686	2
687	7
688	7
689	9
69	6
690	9
691	1
692	8
693	0
694	7
695	9
696	5
697	4
698	4
699	0
7	9
70	7
700	4
701	3
702	6
703	5
704	6
705	7
706	4
707	0
708	4
709	9
71	4
710	0
711	6
712	6
713	4
714	7
715	5
716	7
717	5
718	3
719	1
72	5
720	9
721	5
722	3
723	0
724	7
725	1
726	1
727	0
728	5
729	7
73	0
730	4
731	9
732	3
733	3
734	7
735	4
736	8
737	3
738	6
739	2
74	4
740	4
741	7
742	5
743	8
744	1
745	4
746	5
747	2
748	7
749	8
75	5
750	9
751	8
752	5
753	9
754	6
755	1
756	6
757	6
758	2
759	9
76	2
760	3
761	8
762	0
763	9
764	9
765	5
766	8
767	2
768	4
769	4
77	2
770	6
771	9
772	6
773	9
774	9
775	0
776	4
777	9
778	3
779	5
78	2
780	2
781	7
782	4
783	0
784	0
785	9
786	4
787	2
788	7
789	4
79	4
790	9
791	3
792	9
793	3
794	8
795	8
796	3
797	7
798	2
799	6
8	6
80	6
800	1
801	2
802	2
803	8
804	0
805	4
806	2
807	8
808	9
809	8
81	7
810	4
811	7
812	5
813	4
814	3
815	2
816	6
817	1
818	4
819	8
82	1
820	1
821	8
822	8
823	6
824	1
825	9
826	4
827	5
828	3
829	9
83	3
830	7
831	4
832	5
833	1
834	0
835	9
836	9
837	2
838	0
839	2
84	0
840	9
841	3
842	7
843	9
844	8
845	8
846	8
847	4
848	4
849	8
85	4
850	7
851	6
852	9
853	6
854	5
855	4
856	0
857	5
858	9
859	0
86	8
860	5
861	4
862	3
863	9
864	4
865	1
866	5
867	1
868	3
869	9
87	1
870	4
871	3
872	5
873	0
874	3
875	5
876	5
877	2
878	6
879	1
88	3
880	2
881	9
882	3
883	8
884	3
885	7
886	3
887	1
888	8
889	4
89	7
890	8
891	2
892	0
893	5
894	8
895	7
896	7
897	5
898	1
899	2
9	0
90	4
900	2
901	5
902	5
903	0
904	2
905	6
906	0
907	2
908	3
909	5
91	8
910	7
911	4
912	2
913	1
914	1
915	4
916	4
917	1
918	5
919	3
92	9
920	1
921	8
922	4
923	6
924	6
925	1
926	7
927	5
928	5
929	5
93	7
930	8
931	8
932	1
933	0
934	2
935	9
936	1
937	0
938	2
939	9
94	0
940	3
941	3
942	0
943	4
944	6
945	7
946	7
95	1
96	7
97	6
98	4
99	0
